Year,State,State_ANSI,AG_District,Ag_District_Code,County,County_ANSI,GDD_01,GDD_02,GDD_03,GDD_04,GDD_05,GDD_06,GDD_07,GDD_08,GDD_09,GDD_10,GDD_11,GDD_12,annual_GDD,noppt_01,noppt_02,noppt_03,noppt_04,noppt_05,noppt_06,noppt_07,noppt_08,noppt_09,noppt_10,noppt_11,noppt_12,annual_noppt,total_ppt_01,total_ppt_02,total_ppt_03,total_ppt_04,total_ppt_05,total_ppt_06,total_ppt_07,total_ppt_08,total_ppt_09,total_ppt_10,total_ppt_11,total_ppt_12,annual_ppt,avg_tmin_01,avg_tmin_02,avg_tmin_03,avg_tmin_04,avg_tmin_05,avg_tmin_06,avg_tmin_07,avg_tmin_08,avg_tmin_09,avg_tmin_10,avg_tmin_11,avg_tmin_12,avg_tmean_01,avg_tmean_02,avg_tmean_03,avg_tmean_04,avg_tmean_05,avg_tmean_06,avg_tmean_07,avg_tmean_08,avg_tmean_09,avg_tmean_10,avg_tmean_11,avg_tmean_12,avg_tmax_01,avg_tmax_02,avg_tmax_03,avg_tmax_04,avg_tmax_05,avg_tmax_06,avg_tmax_07,avg_tmax_08,avg_tmax_09,avg_tmax_10,avg_tmax_11,avg_tmax_12,avg_tdmean_01,avg_tdmean_02,avg_tdmean_03,avg_tdmean_04,avg_tdmean_05,avg_tdmean_06,avg_tdmean_07,avg_tdmean_08,avg_tdmean_09,avg_tdmean_10,avg_tdmean_11,avg_tdmean_12,avg_vpdmin_01,avg_vpdmin_02,avg_vpdmin_03,avg_vpdmin_04,avg_vpdmin_05,avg_vpdmin_06,avg_vpdmin_07,avg_vpdmin_08,avg_vpdmin_09,avg_vpdmin_10,avg_vpdmin_11,avg_vpdmin_12,avg_vpdmax_01,avg_vpdmax_02,avg_vpdmax_03,avg_vpdmax_04,avg_vpdmax_05,avg_vpdmax_06,avg_vpdmax_07,avg_vpdmax_08,avg_vpdmax_09,avg_vpdmax_10,avg_vpdmax_11,avg_vpdmax_12,Yield
1992,NEBRASKA,31,EAST,60,SARPY,153,6.5,33.3,174.2,275.5,657.1,847.7,936.5,868.4,694.7,406.7,24.3,1.1,4926,21,19,23,23,21,19,11,23,17,26,21,23,247,32.77,26.16,72.9,63.5,55.88,43.43,197.1,45.97,80.52,71.88,64.77,27.43,782.31,-4.9,-2.99,0.39,2.94,10.19,14.87,16.74,15.31,11.61,5.49,-1.54,-6.72,-0.02,2.25,6.53,9.26,16.78,20.7,21.78,20.56,17.87,12.13,1.48,-2.34,4.86,7.5,12.67,15.56,23.37,26.53,26.83,25.81,24.12,18.75,4.51,2.02,-3.6,-1.87,-0.14,2.46,7.53,12.7,17.33,15.17,12.36,5.22,-1.34,-5.53,0.34,0.4,0.82,1.14,2.35,2.56,1.2,1.77,1.19,1.19,0.48,0.39,3.72,5.4,9.24,11.08,18.43,21.1,15.28,15.9,14.85,13.83,2.93,2.96,10.45
1991,NEBRASKA,31,EAST,60,SARPY,153,0,16,145.2,391.6,764.3,1013,1079.1,1024,748.5,386.2,21.5,3.1,5592.5,28,27,18,14,17,17,24,22,24,22,19,26,258,23.11,4.83,71.12,91.19,82.8,158.5,82.55,52.07,50.04,44.45,55.12,42.67,758.45,-14.87,-4.9,-1.44,6.32,13.63,18.68,18.49,17.39,11.91,3.81,-5.15,-4.36,-9.4,1.01,5.47,12.25,18.69,23.76,24.34,23.35,18.86,11.24,-1.11,-0.09,-3.94,6.93,12.39,18.18,23.76,28.83,30.19,29.32,25.81,18.68,2.94,4.17,-11.31,-4.39,-0.77,5.37,13.25,17.71,17.2,16.97,10.86,2.85,-3.53,-3.79,0.2,0.5,0.74,1.16,1.39,2.39,2.98,1.83,1.91,1.79,0.33,0.4,1.67,5.46,9.55,12.77,14.99,19.46,23.21,22.04,20.6,15.56,2.7,3.58,9.78
1990,NEBRASKA,31,EAST,60,SARPY,153,12.9,19.5,118.3,300.1,533.9,971.8,1045.6,1034.1,853.6,379,177.8,13.7,5460.3,26,24,16,24,16,17,12,20,24,24,23,22,248,11.43,7.11,77.22,10.16,100.58,106.93,199.64,34.04,18.03,39.88,29.97,20.57,655.56,-5.43,-6.83,-0.24,3.31,9.17,17.48,18.34,18.22,13.83,4.48,0.21,-10.12,0.48,-0.82,5.21,9.96,14.57,22.99,23.74,23.53,20.81,11.78,6.38,-5.17,6.39,5.19,10.66,16.61,19.96,28.52,29.13,28.84,27.79,19.08,12.58,-0.22,-5.03,-6.52,-0.51,2.67,8.2,16.18,17.38,18.11,12.8,3.48,0.71,-8.84,0.59,0.64,0.79,1.34,1.31,2.38,2.52,1.75,2.01,1.4,0.91,0.41,5.51,5.94,7.06,12.22,12.47,21.34,21.75,18.52,24.67,14.83,8.71,3.4,8.15
1989,NEBRASKA,31,EAST,60,SARPY,153,7.3,0,141.4,416.6,636.7,854,1114.3,1006.1,654,427.1,60,15.4,5332.9,23,20,27,23,21,19,21,24,21,22,29,20,270,23.37,20.07,3.81,31.24,27.18,119.63,67.31,61.21,164.34,23.88,0.25,11.68,553.97,-5.51,-14.26,-3.3,4.71,9.39,15.01,19.66,17.25,10.95,5.28,-3.94,-13.67,0.19,-8.74,2.76,12.28,16.41,20.82,24.97,23.03,17.11,12.37,2.83,-7.89,5.91,-3.23,8.81,19.84,23.43,26.63,30.3,28.83,23.27,19.47,9.61,-2.11,-5.59,-12.05,-3.04,2.37,6.68,12.61,18.63,16.95,11.07,4.64,-3.88,-11.72,0.59,0.33,0.71,1.81,2.44,2.91,2.58,1.66,1.23,1.43,0.97,0.35,5.39,2.53,7.72,18.38,19.99,21.54,22.12,20.42,14.71,15.02,7.5,3.2,8.55
1988,NEBRASKA,31,EAST,60,SARPY,153,5.1,10.5,122.4,282.6,807.9,1089.9,1057.1,1118.2,772.3,288.8,91.6,11.5,5657.9,29,25,29,19,19,21,21,22,22,28,22,25,282,10.16,5.08,1.52,48.26,80.77,39.37,67.31,33.53,92.2,3.81,37.85,16.76,436.62,-11.62,-10.94,-3.16,2.94,12.93,18.5,18.49,18.43,12.56,2.94,-0.73,-6.57,-6.18,-4.79,4.55,10.19,19.48,25.18,23.94,25.04,19.3,9.88,4.89,-0.83,-0.73,1.36,12.24,17.43,26.02,31.88,29.41,31.66,26.06,16.81,10.51,4.89,-10.74,-10.62,-4.93,0.02,9.68,14.24,18.2,16.99,12.28,2.07,-0.68,-6.14,0.41,0.67,1.33,2.03,3.28,5.66,1.54,2.67,1.77,1.19,0.82,0.59,3.09,4.46,11.5,14.59,21.57,31.46,20.25,28.52,19.79,12.19,7.03,5.09,8.69
1987,NEBRASKA,31,EAST,60,SARPY,153,12.6,35.5,126.4,418.8,788.7,1024.6,1140,948.1,715.4,257.4,171.8,1,5640.3,29,24,18,22,15,17,21,15,20,23,22,24,250,0.76,8.38,118.36,45.97,156.72,78.49,89.15,220.47,42.67,29.72,38.1,15.75,844.54,-7.89,-3.37,-0.4,5.21,13.26,17.84,19.79,17.15,12.22,2.47,1.92,-4.06,-2.12,2.75,5.24,12.25,19.13,23.97,25.43,21.99,18.25,9.22,6.78,-0.26,3.64,8.87,10.88,19.29,25.01,30.1,31.07,26.84,24.27,15.98,11.66,3.52,-7.09,-3.43,0.11,3.02,11.38,15.91,19.24,17.08,12.44,0.78,1.14,-3.81,0.49,0.62,0.67,2.16,2.53,3,2.65,1.88,1.11,1.59,1.29,0.57,4.51,6.87,7.26,16.87,19.14,24.9,22.88,16.72,15.79,12.61,7.02,3.26,9.95
1986,NEBRASKA,31,EAST,60,SARPY,153,14.1,7.5,172.4,363.9,643,998.8,1117,863.5,786.2,398,40.5,0,5404.9,31,19,26,15,18,20,19,15,10,19,22,27,241,0,25.65,64.26,150.62,78.23,100.58,117.6,108.71,176.53,129.79,20.07,25.4,997.44,-7.66,-8.46,-0.38,4.83,11.11,17.58,19.62,15.43,14.79,6.82,-3.89,-4.79,-1.03,-4.23,6.03,11.39,16.52,23.49,25.02,20.47,19.56,12.03,1.48,-0.99,5.58,0.01,12.46,17.94,21.94,29.42,30.42,25.52,24.33,17.23,6.85,2.81,-8.06,-8.11,-1.15,4.31,9.54,16.28,19.24,15.75,15.14,7.76,-3.29,-3.83,0.77,0.59,1.51,1.69,2.51,3.16,2.93,1.55,1.16,0.65,0.72,0.32,5.9,2.73,10.31,12.26,14.16,22.45,20.52,13.83,13.23,8.86,5.12,2.35,10.4
1985,NEBRASKA,31,EAST,60,SARPY,153,0,1.9,130.9,424.2,725.4,825.7,1065.7,882.7,687.5,383.5,35.3,0,5162.8,26,21,23,20,20,15,21,20,13,21,20,25,245,7.11,18.29,37.34,59.94,112.52,66.55,109.73,55.63,90.42,49.78,13.72,10.67,631.7,-12.65,-10.75,0,6.33,12.41,14.13,18.11,15.62,13.07,6.51,-4.92,-13.35,-7.56,-5.55,6.37,12.49,18,20.29,24.1,20.82,17.67,11.79,-0.78,-8.1,-2.48,-0.35,12.75,18.67,23.6,26.44,30.09,26.03,22.27,17.08,3.35,-2.85,-11.74,-9.61,-0.65,5.55,10.38,12.11,16.46,16.34,13.02,5.24,-5.02,-12.02,0.53,0.5,1.05,1.6,2.63,2.97,3.14,1.47,1.86,1.7,0.72,0.45,2.33,2.71,9.4,13.29,16.26,20.33,24.11,14.42,13.48,10.79,4.07,2.04,10.87
1984,NEBRASKA,31,EAST,60,SARPY,153,0,15.7,1.4,204.1,528,957,1071.8,1103.5,661.3,372.9,84.6,16.9,5017.2,29,24,21,15,17,14,25,24,22,14,26,25,256,11.18,20.07,63.75,169.16,112.01,213.61,36.32,24.13,43.18,103.63,21.84,88.65,907.53,-10.77,-3.88,-4.79,3.97,9.21,17.31,18.06,18.14,10.63,6.13,-1.65,-7.25,-6.09,1.03,-0.61,8.53,14.46,22.72,24.21,24.78,17.19,11.66,4.42,-1.82,-1.43,5.94,3.56,13.1,19.7,28.16,30.34,31.4,23.74,17.19,10.48,3.61,-9.68,-3,-3.94,2.42,7.92,15.68,15.77,15.85,10.13,6.37,-1.31,-5.47,0.39,0.56,0.48,1.39,2.23,3.44,4.09,4.45,1.74,1.07,0.85,0.55,2.2,4.29,3.11,8.47,12.39,19.16,25.62,27.92,18.74,9.75,7.01,3.56,8.89
1983,NEBRASKA,31,EAST,60,SARPY,153,0,16.1,85.1,149.7,503.7,881.3,1195.6,1242.4,790.5,381.5,112.1,0,5358,25,21,19,22,17,13,27,22,25,21,18,21,251,24.13,20.07,109.98,38.1,104.14,172.47,12.19,52.58,60.96,58.42,87.12,15.75,755.91,-6.33,-4.56,-1.13,1.89,8.11,16.16,20.13,21.09,12.14,6.22,0.47,-17.22,-2.77,-0.8,3.12,6.67,14.03,21.32,26.43,27.27,19.64,11.83,4.3,-13.17,0.81,2.96,7.36,11.46,19.94,26.49,32.74,33.44,27.13,17.43,8.14,-9.12,-6.35,-3.93,-1.26,0.36,6.62,14.73,18.04,18.81,10.86,6.3,1.18,-16.37,0.62,0.63,0.77,1.35,2.07,2.41,4.71,4.78,2.99,1.51,0.72,0.32,2.27,2.74,5.02,7.8,13.89,17.75,29.56,30.31,24.31,10.62,3.85,1.09,9.41
1982,NEBRASKA,31,EAST,60,SARPY,153,0,21.9,42.9,274.5,675.4,773.5,1111.6,985.1,717.2,425.4,80.6,22.7,5130.8,21,22,23,20,8,22,17,16,19,21,23,25,237,26.42,6.86,68.07,47.75,262.89,101.35,77.47,156.97,95.5,51.31,42.42,45.47,982.48,-16.74,-9.73,-3.42,2.26,12.41,13.82,19.45,17.99,13.18,6.56,-1.77,-5.32,-11.21,-4.97,2.03,8.88,17.11,19.32,24.92,22.66,18.28,12.54,2.93,-0.58,-5.67,-0.23,7.48,15.49,21.79,24.83,30.39,27.31,23.38,18.54,7.63,4.16,-15.48,-10.31,-3.31,-0.03,12.17,12.51,18.93,17.41,13.51,5.89,-1.44,-4.47,0.42,0.46,0.78,1.85,1.6,2.12,2.46,2.5,1.51,1.65,0.72,0.69,1.6,3.16,5.62,12.73,11.23,16.98,21.27,16.84,13.07,11.86,4.73,3.7,10.23
1981,NEBRASKA,31,EAST,60,SARPY,153,7.9,62.4,116.2,521.7,573,984,1113.4,953.7,737.7,341.3,140.5,3.2,5555,31,24,25,22,20,18,15,21,25,23,22,25,271,0,13.46,28.45,42.42,97.28,57.15,77.22,166.37,40.64,44.45,63.5,45.72,676.66,-9.78,-8.14,-2.48,7.74,9.17,16.57,19.94,16.77,11.92,4.76,-0.01,-7.64,-2.89,-1.63,4.98,14.66,15.27,23.22,24.96,22.09,18.66,10.73,5.68,-3.37,4,4.88,12.43,21.58,21.37,29.88,29.96,27.42,25.39,16.68,11.37,0.89,-9.66,-7.59,-3.59,5.29,6.92,13.99,18.81,17.21,11.99,5.02,0.75,-6.78,0.6,0.77,1.07,2.59,2.53,3.77,2.75,1.39,1.63,1.11,0.75,0.58,5.29,6.19,10.04,16.75,15.65,26.22,21.97,16.21,18.16,9.93,7.06,2.6,9.66
2014,NEBRASKA,31,EAST,60,SAUNDERS,155,8.4,4.9,73.2,303.6,650.8,920.7,956,991.2,675.7,420.5,71.9,22.9,5099.8,30,21,26,22,21,17,24,14,21,24,26,24,270,1.78,14.99,6.6,63.25,146.3,228.85,18.54,237.49,82.3,62.74,6.1,34.54,903.48,-13.76,-12.47,-6.65,2.19,9.78,15.94,15.66,17.26,10.62,5.04,-6.51,-4.96,-5.98,-6.34,1.23,9.92,16.66,22.05,22.13,22.76,17.51,12.53,0.29,-1.14,1.79,-0.19,9.11,17.65,23.55,28.17,28.61,28.27,24.4,20.03,7.08,2.67,-12.81,-11.78,-7.28,0.96,8.14,16.03,16.33,18.32,12.82,5.18,-5.61,-4.23,0.61,0.44,0.88,1.39,1.69,1.64,1.53,1.14,0.8,0.96,0.83,0.4,4.92,4.42,9.73,15.48,20.46,20.67,21.11,18.11,17,15.53,6.97,2.68,10.5
2013,NEBRASKA,31,EAST,60,SAUNDERS,155,0,2.6,31.7,183.9,602.9,902.1,1027.8,1027.9,851.1,356.9,67.6,9.8,5064.3,26,24,22,19,18,19,24,25,21,23,27,29,277,10.67,11.43,55.88,89.92,179.32,87.12,42.67,64.52,63.75,105.16,33.53,3.05,747.02,-9.87,-7.95,-5.38,0.24,9.53,15.74,17.09,17.28,13.38,4.31,-4.21,-11.81,-4.43,-2.47,0.33,7.06,15.74,21.71,23.42,23.42,20.76,11.3,2.54,-5.34,1.02,3.01,6.06,13.89,21.94,27.66,29.76,29.56,28.14,18.29,9.3,1.12,-7.5,-6.02,-3.91,1.04,9.28,15.04,16.69,18.26,14.06,4.53,-3.6,-10.21,0.32,0.35,0.41,0.57,1.13,1.85,2.03,1.39,1.17,0.98,0.64,0.37,2.72,3.59,5.21,10.73,15.98,21.35,24.24,21.47,24.06,14.02,7.67,4.58,8.77
2010,NEBRASKA,31,EAST,60,SAUNDERS,155,0,0,57,416.4,560.9,931.3,1067.8,1078.2,718.7,449.3,81.4,0,5361,24,20,22,18,21,11,18,23,17,29,25,27,255,22.1,20.57,43.69,78.49,69.85,269.24,143.26,68.83,121.41,6.35,40.64,6.86,891.29,-13.15,-11.24,-1.58,5.42,8.72,15.92,18.49,17.58,11.32,4.42,-2.86,-9.59,-9.09,-6.77,3.64,12.71,15.05,22.24,24.14,24.32,18.31,13.05,3.7,-4.38,-5.03,-2.31,8.88,19.99,21.38,28.58,29.79,31.07,25.28,21.7,10.26,0.84,-10.94,-9.38,-0.58,4.71,7.99,16.76,19.89,19.23,12.72,3.66,-2.4,-7.95,0.23,0.28,0.54,1.24,1.2,1.36,1.16,0.9,0.97,1.1,0.75,0.37,1.21,1.65,5.91,15.77,16.49,20.33,18.42,23.1,17.97,18.99,8.08,3.12,10.5
2009,NEBRASKA,31,EAST,60,SAUNDERS,155,0,24,114.3,236.6,641.7,859.5,915.4,892.5,665.9,155.5,134.8,2.7,4642.9,24,23,26,18,23,15,21,18,24,14,29,21,256,7.62,17.02,10.92,47.75,34.29,170.94,48.51,135.89,43.69,114.81,0.76,60.96,693.16,-12.1,-8.12,-4.07,1.44,9.27,14.67,15.45,14.29,10.76,2.01,0.01,-11.98,-5.93,-0.94,2.91,8.55,16.5,20.92,21.41,20.99,17.33,7.13,6.67,-7.03,0.24,6.23,9.88,15.66,23.72,27.17,27.36,27.69,23.9,12.25,13.35,-2.06,-10.41,-6.62,-2.93,1.08,7.69,15,15.9,16.18,11.96,3.24,1.28,-9.42,0.39,0.47,0.58,0.98,1.58,1.07,1.19,0.85,0.57,0.47,0.61,0.29,3.23,6.11,8.65,12.49,20.71,19.81,18.69,19.05,16.04,6.99,8.83,2.16,8.65
2008,NEBRASKA,31,EAST,60,SAUNDERS,155,0,1.4,58.8,156.8,551.8,899.7,1065.6,974.5,687.5,369.4,121.1,0,4886.6,23,25,27,18,17,13,18,25,17,22,23,23,251,8.89,20.32,23.37,129.29,166.88,200.15,120.14,22.86,105.66,144.02,27.69,22.1,991.37,-12.12,-11.34,-4.42,0.81,8.07,15.32,17.95,15.51,10.98,4.65,-1.69,-11.91,-6.77,-5.73,2.46,7.12,14.89,21.66,24.09,22.47,17.73,11.44,4.18,-6.01,-1.43,-0.13,9.33,13.42,21.71,28.01,30.25,29.41,24.49,18.24,10.04,-0.1,-9.87,-8.94,-3.47,1.11,7.03,14.38,18.14,16.46,12.74,5.09,-1.27,-9.71,0.33,0.29,0.5,0.79,1.41,1.31,1.69,1.05,0.7,0.73,0.71,0.36,2.34,2.63,7.78,10.07,16.67,22.3,21.87,23.35,17,13.26,7.54,3.05,10.13
2007,NEBRASKA,31,EAST,60,SAUNDERS,155,0,5.6,258.3,313.6,758.8,915.5,1112.1,1111.8,730.2,481.6,83.9,0,5771.4,26,21,20,22,17,22,23,17,25,20,29,22,264,29.72,39.88,76.71,111.25,171.45,66.29,47.24,262.89,57.91,121.41,1.02,54.1,1039.87,-10.71,-11.52,1.18,2.88,12.27,15.61,18.53,19.18,11.09,6.81,-3.18,-10.64,-5.43,-6.31,7.48,9.28,18.6,21.96,24.93,24.92,18.52,13.63,4.04,-5.74,-0.16,-1.09,13.77,15.67,24.92,28.29,31.34,30.67,25.95,20.46,11.27,-0.84,-8.47,-9.58,2.83,1.9,11.66,14.93,18.2,20.46,12.67,7.52,-3.69,-8.16,0.35,0.29,0.4,1.11,1.49,1.83,1.9,1.02,1.14,0.97,0.77,0.23,2.54,2.55,9.52,12.26,18.57,22.36,25.96,18.95,19.11,14.18,9.63,2.12,8.77
2006,NEBRASKA,31,EAST,60,SAUNDERS,155,24.2,15.5,67.8,419.8,685.5,970.1,1144.7,1018,613.5,317.7,83,5.4,5365.2,27,26,20,19,20,23,23,13,22,22,27,24,266,32,2.79,93.73,90.93,38.61,25.4,59.18,208.03,178.82,18.54,4.83,62.74,815.6,-4.37,-9.19,-2.75,5.35,10.57,15.99,18.5,17.24,9.71,3.41,-3.31,-5.96,2.07,-2.01,3.18,12.71,17.28,22.97,25.52,23.24,16.36,10.06,4.25,0.24,8.49,5.16,9.11,20.07,24.01,29.94,32.53,29.24,23.02,16.71,11.81,6.44,-2.89,-8.89,-1.46,5.32,8.49,13.99,17.79,18.3,10.38,3.59,-1.84,-5.26,0.38,0.51,0.41,1.11,2.09,2.33,2.49,0.99,1.03,1.03,0.47,0.51,6.42,6.92,6.77,15.61,20.38,28.39,30.23,20.26,16.62,13.02,8.87,5.45,8.79
2005,NEBRASKA,31,EAST,60,SAUNDERS,155,3.3,21,78.6,367.4,618.5,990.9,1135.3,1020.1,842.7,415.4,143.1,2,5638.3,25,21,24,18,21,17,25,21,26,25,25,23,271,22.35,73.15,22.1,123.95,84.58,82.8,86.36,58.93,30.23,55.37,35.05,22.35,697.22,-11.51,-5.29,-3.17,4.9,9.04,17.29,18.51,16.72,12.77,4.82,-1.22,-9.37,-6.76,0.52,4.04,11.79,16.08,23.35,25.34,23.28,20.61,12.24,5.54,-4.43,-2.03,6.34,11.26,18.69,23.12,29.4,32.18,29.84,28.44,19.68,12.3,0.51,-8.73,-3.1,-3.36,4.68,7.43,16.53,17.76,17.74,13.27,5.59,-1.08,-7.14,0.2,0.2,0.67,1.04,1.84,2.22,2.53,1.39,1.44,1.02,0.82,0.27,1.9,5.08,9.57,13.3,19.17,23.37,29.52,21.95,25.15,15.41,9.73,2.64,9.95
2004,NEBRASKA,31,EAST,60,SAUNDERS,155,0,9.9,141.5,353.3,660.2,797.9,953.8,878.2,844.4,414,106.7,7.2,5167.1,25,23,19,22,14,16,14,22,22,24,22,29,252,31.75,19.3,91.69,38.35,114.05,86.36,84.07,33.27,70.87,23.11,83.31,6.6,682.73,-11.91,-10.12,0.28,3.64,10.18,13.83,16.3,13.92,12.74,5.47,-0.53,-7.84,-6.41,-4.88,6.1,11.4,16.8,19.78,22.09,20.74,20.64,12.42,5.13,-1.53,-0.91,0.37,11.92,19.16,23.42,25.72,27.89,27.55,28.52,19.37,10.78,4.8,-10.09,-7.76,0.64,2.45,10.2,13.1,17.95,15.19,12.44,5.31,0.76,-5.68,0.3,0.32,0.58,1.36,1.22,1.48,0.76,1.04,1.66,0.98,0.49,0.31,3.4,2.89,7.63,16.33,16.64,18.34,17.04,19.93,26.02,13.72,6.77,4.49,9.41
2003,NEBRASKA,31,EAST,60,SAUNDERS,155,13.1,2.5,165.4,398.2,556,827.4,1147.8,1115.8,622.7,444.8,59,9.6,5362.3,26,24,27,19,16,16,24,24,22,25,24,26,273,13.46,21.84,20.57,77.98,134.62,130.3,25.15,45.97,96.52,36.83,41.66,22.1,667,-10.82,-10.56,-2.77,4.5,8.6,14.32,18.67,17.79,8.33,5.12,-3.08,-5.74,-4.8,-4.31,4,11.56,14.97,20.32,25.57,24.99,16.53,12.94,2.67,-0.83,1.22,1.96,10.77,18.61,21.34,26.34,32.48,32.19,24.73,20.77,8.43,4.09,-10.56,-8.4,-2.91,3.52,8.38,13.31,17.86,17.16,9.06,4.87,-2.47,-4.58,0.47,0.31,0.79,1.46,1.11,1.92,2.6,2.17,1.13,1.05,0.61,0.44,4.57,3.66,9.85,16.19,15.75,20.32,29.74,30.43,20.97,17.9,6.49,4.08,6.69
2002,NEBRASKA,31,EAST,60,SAUNDERS,155,23.3,22,34.3,332.5,519.6,1038.9,1191.5,1018.6,746.6,238,55,11.1,5231.4,29,26,26,19,19,27,22,22,27,22,28,31,298,6.35,29.72,23.88,66.55,93.73,32,66.8,185.17,29.46,92.71,4.83,0,631.2,-8.12,-7.9,-6.83,3.14,7.09,17.52,19.75,16.82,11.67,2.62,-4.41,-7.05,-1.54,-1.38,-0.39,10.45,14.31,24.24,26.36,23.26,18.83,8.26,2.26,-0.24,5.04,5.12,6.04,17.76,21.53,30.96,32.95,29.68,25.99,13.9,8.93,6.56,-7.94,-5.93,-6.18,3.07,7.09,15.99,18.64,17.23,11.79,3.44,-2.82,-6.31,0.65,0.53,0.53,1.01,1.24,3.18,2.48,2.04,1.81,0.61,0.52,0.4,6.68,5.31,6.48,14.92,16.8,28.62,32.12,22.25,21.16,9.82,6.93,6.39,6.82
2001,NEBRASKA,31,EAST,60,SAUNDERS,155,0,0,29,369.9,676.1,877.5,1141.8,1049.7,686,365.4,288.1,27.7,5511.2,26,22,27,23,20,21,23,26,20,26,27,27,288,34.04,38.35,22.1,69.6,199.64,81.79,35.81,80.77,64.77,50.8,68.83,15.24,761.74,-9.24,-10.99,-4.75,4.16,10.87,14.94,19.77,17.04,10.87,4.07,2.27,-6.12,-3.97,-6.16,0.98,11.67,17.12,21.25,25.46,23.81,17.71,11.37,9.25,0.01,1.29,-1.32,6.73,19.19,23.36,27.57,31.15,30.58,24.55,18.68,16.22,6.14,-6.53,-9.08,-2.82,4.89,10.18,14.4,20.47,18.2,12.43,3.92,2.95,-4.65,0.23,0.25,0.27,1.11,1.68,1.74,1.45,1.16,0.76,1.04,0.86,0.44,2.75,1.87,4.86,14.62,18.09,21.49,20.98,23.98,16.97,14.98,12.16,5.28,8.99
2000,NEBRASKA,31,EAST,60,SAUNDERS,155,0,71.2,143.7,286.7,728.5,884.7,1042.9,1105.8,752.6,477.3,65.7,0,5559.1,26,23,26,24,22,22,20,25,25,24,24,28,289,3.56,27.69,45.47,53.59,87.63,106.43,107.7,44.7,27.43,59.94,44.96,30.48,639.58,-8.88,-5.97,-0.45,2.37,10.93,14.08,18.22,18.96,10.31,5.51,-5.59,-14.83,-2.57,1.13,6.17,9.98,18.06,21.38,23.69,24.82,18.94,13.09,0.04,-9.71,3.73,8.23,12.8,17.59,25.18,28.68,29.17,30.69,27.57,20.68,5.69,-4.57,-7.78,-3.47,-0.02,2.31,10.17,13.73,19.39,19.57,9.98,6.42,-4,-12.65,0.43,0.39,0.76,1,1.57,1.67,0.82,1.01,1.87,0.95,0.4,0.24,4.6,6.6,9.13,13.99,20.49,24.32,17.45,22.19,26.59,15.37,4.89,2,8.6
1999,NEBRASKA,31,EAST,60,SAUNDERS,155,0,37.2,73.4,281.4,609.8,841.1,1166.8,950.3,643.2,343.8,179.3,18.8,5145.1,28,23,25,16,18,19,24,24,23,31,28,26,285,11.68,31.75,54.1,125.73,160.27,179.83,72.64,106.68,54.61,0,24.89,13.97,836.15,-10.67,-4.65,-3.66,4.42,9.71,15.18,20.11,15.85,8.96,2.05,-0.67,-6.65,-5.57,1.2,2.93,10.02,15.93,20.58,25.91,22.03,16.91,11.01,7.72,-0.51,-0.48,7.05,9.52,15.63,22.16,25.98,31.72,28.22,24.86,19.96,16.11,5.64,-8.47,-2.79,-3.01,4.91,10.25,16.07,20.66,17.91,10.62,1.95,-0.67,-4.75,0.24,0.41,0.52,0.67,1.07,0.99,1.75,0.6,0.93,1.05,1.03,0.42,2.61,5.88,8.16,9.98,14.34,16.17,22.38,17.39,18.93,17.08,13.05,4.85,9.24
1998,NEBRASKA,31,EAST,60,SAUNDERS,155,0,24.8,81.6,262.3,750.8,816.1,1095,1039.8,878.7,430.1,101.7,48.8,5529.7,26,18,21,19,22,14,23,19,27,21,24,27,261,18.54,25.65,73.15,102.87,75.44,170.43,114.55,165.35,18.03,69.85,63.25,9.4,906.51,-9.08,-2.73,-5.01,3.63,11.93,13.9,19.29,17.86,13.68,6.19,0.04,-7.26,-4.58,1.86,-0.66,9.71,18.46,20.11,24.62,23.63,21.27,12.71,5.72,-0.83,-0.07,6.44,3.69,15.78,24.98,26.33,29.96,29.39,28.86,19.23,11.42,5.6,-6.63,-1.41,-3.56,3.32,11.92,13.96,20.03,19.91,15.17,8.11,1.8,-5.7,0.2,0.39,0.42,1.11,1.55,1.57,1.14,0.75,0.74,0.63,0.41,0.35,2.14,4.43,3.63,11.17,18.31,19.61,18.45,17.32,23.46,11.02,6.52,5.56,9.46
1997,NEBRASKA,31,EAST,60,SAUNDERS,155,4.1,15,99.8,194.7,455.2,922.7,1085.4,947.4,750.9,420.4,34.1,0,4929.7,26,23,27,18,22,26,23,22,23,26,26,22,284,5.33,19.05,13.21,67.82,32.51,56.39,46.23,85.09,116.08,110.49,54.86,12.19,619.25,-13.76,-6.91,-3.03,0.26,5.98,14.88,18.14,15.93,12.02,4.9,-4.01,-5.36,-7.78,-1.91,4.44,6.91,13.14,22.09,24.45,21.98,18.91,11.73,1.77,-1.43,-1.81,3.1,11.91,13.53,20.32,29.3,30.76,28.04,25.78,18.57,7.55,2.51,-11.91,-5.4,-2.69,0.78,4.71,14.36,18.42,17.14,13.57,6.25,-2.63,-4.16,0.27,0.41,0.73,0.7,1.73,2.05,1.71,1.17,0.66,1.03,0.4,0.31,3.09,3.68,9.89,10.16,16.27,25.18,22.93,18.53,18.08,13.47,5.54,2.52,8.03
